S.No,Review,Rating ,Car
131,                                        Hello friends ! Today I am going to review Nissan Sunny 2017 which I bought few weeks ago after my friend recommended me to buy this car due to its advertisement and the promise made by Nissan .In terms of looks this car look classy but poor build quality just make this non reliable and dura...,1,2
132,                                        The One of the car which is worst in the manner of the brakes.This car has a wonderful option of speed however there is a fear of the brakes that get worn out. I use this car for the roads in Kodagu and this car cries for the same and I do say that this car maybe designed only for the city roads...,1,2
133,"                                        Hello friends today ia am going to share my reviews and ideas about Nissan Sunny 2017 XL D to you lets start this car is very good looking, attractive and stylish this car hve comfortable seats and there is many space in this car to sit in it.The price of the car is very very reasonable.Now it i...",3,2
134,"                                        The Nissen Sunny 2017 XE is not good car . I don't like its top speed . Really guys its top speed is not soo good . And its mileage is also not soo useful. Trully friends , I am feel very upset after purchasing the Nissan Sunny 2017 XE .Leg roomIts legroom is good but not sooo comfortabl...",1,2
135,"                                        The best part of Nissan Sunny 2017 xv d is the engine. It has got 4 cylinder inline diesel engine. The fuel tank capacity 41 litres. Even for the safety purposes it has 2 air bags, Each for the driver and the co driver. It also has the central locking system. The cool feature is the automatic cl...",4,2
136,                                        Lovely car Nissan sanny is my drem I think is most buitullful car in tha wold love power and milez is sooo sumit and ispec is sooo good my prsanlity is good tha car is my dreem and u are go and won this car and drive to car and anjoy tha life most buteifull feeling to goo Nav and miss u I love y...,5,2
137,"                                        We bought this car two months ago.I would like to share my true analysis of this low quality car.Please pay your heed;1.Features offered here are old fashioned and hackneyed but the price is excessively high.2.If the roads are uneven,it jerks a lot(out of tolerance).It has 2 air bags alt...",2,2
138,                                        Today I telling you about nissan sunny 2017 VXCVT. This is a waste product because they are very high price but they cannot give best features. I dont like this car because they are not good for hilly areas they are not comfortable for hilly areas. They are 5 seater car they give onlu two air ba...,1,2
139,"                                        Nisaan sunny 2017 XV D is a waste product .nisaan XVD maded nisaan company.I say nissan XVD is a waste product because this vehicles wheel not comfertable for village road .village road very bad condition.my neighour a buy this car and and we go to village and next morning I, my father, and my n...",1,2
140,"                                        Nissan Sunny 2017 which is a new model of there old car, this sunny car isvery popular when it newly came into the market , its demad raised at peak due to which its prices are quite high.Now this sunny car is also having a high price due to buying craze in the buyer. Its demand is raised be...",2,2
141,                                        I few days before I had ride this car is has many good features like a suv should have I'll tell you in detailFirst lets talk about its outer looks shape of the car is unique dimension is something new which u would like at first look the colors are also diminished and extraordinarySecon...,4,2
142,                                        Hey friends today my review is about Nissan sunny.Sunny is well known for its more space and comfortable. so its also known as caaaaaaarr! . so have a look on this car. I m going to tell u all features and quality of this best car.First if the space is more than any car. So more comforta...,3,2
143,                                        Nissan sunny is a new generation cars in this kale groom feature is amazing and the nissan showroom dealers is giving your good response to customer and mileage is caring very good nissan sunny I like this car and this is nissan sunny is very comfortable coralville it is very good time must say ...,3,2
144,                                        Awsome awsome and so cool wow wow wow it is shiny spedo and it is so smooooth like smoothi and his tyre sig covers are also awsome ?????????????????????????????????????????????????????????? I dont have this car I want it really so cool I like this car so much buitiful style and many more ???????...,5,2
145,"                                        I bought Nissan Sunny.it was quiet a Trilling experience for the driver as well as being seated.this car is very comfortable and affordable.i long drived it about 2589 km.it idid not have a single effect.it has got a nice cc engine with diesel.ipropably recommend the colour bluewith polish, beca...",5,2
146,"                                        If any one is searching for a good affordable family car with luxury and power then you should buy the sunny, I have a suuny and my opinion is it is a very goid family car which has a really good milage and price it has amazing handmaded leather seats, it is a good looking car and it has an amaz...",3,2
147,                                        Hello friends today I am going to share my review bout NISSAN SUNNY. I have navy blue color of this car.LEG ROOM: leg room is good. leg room is not too small and too big.DEALER SATISFACTION: dealer satisfaction is good. the way they treated us so good. they are giving proper answer.M...,5,2
148,"                                        Very bad car which is not having luxury features.most important thing is interior , interior is not expensive and luxury feel not gudthe look of interior designing and is not too gud dash bord is too oldthis is not adding featuresif I m talking about seafty, having only one airba...",1,2
149,                                        Nice carl rode in this car in a marriage function.The level of comfort in this car was just awesome. The price too is not that much as the features.The car was very I like this car very much because its very comfortable in seating.and its pick up we say acceleration is so good than o...,5,2
150,"                                        I have experience of Nissan sunny and it is one of the best spacious car. best thing about this car is that it has all the features which is required by any one and it provides mileage of 17 to 19 kmpl in city .it has best grip on road, I drove this car at 140 and it never shakes . one of th...",4,2
151,                                        Nissan sunny car is a good car but milege is not good. I didnt have happy excution of my nissan sunny at first I don't car for their clients bolster in light if the fact that the merchant made a great deal of fack elaims with respect to the my ginue revealed to me that I would give a milege arou...,1,2
152,"                                        There has been a lot of hype around the Nissan sanny. For a car to stay in the news for three years despite not being on sale shows the burden of expectation the model has to carry when the car will finally be launched in September this year. But going by the diesel variant review, good goood go...",3,2
153,"                                        Hello Everyone,Today i'll be sharing some information about Nissan Sunny The Overwhelming Car! & also with personal view.Performance isn’t really the most important attribute for a car in this segment but as mentioned before this is one place where the Nissan Sunny will mildly disappoint...",4,2
154,                                        I drive the car myself. I have felt that there is a lag or slow response time for the car to act when I press the gas peddle. It takes few seconds to put the car into more acceleration after pressing the gas pedal. My final advise is not to purchase this car as there are several in- built issues...,5,2
155,                                        Nissan sunny is the best car as it is great look wise. Its features and manufacturing is amazingly beautiful. It look so different from every angle. This car is fantastic and famous in the market .its leg room is very amazing and its very comfortable. People like it most because this is brighter...,3,2
156,"                                        ProsAccommodating 490-litre boot offers enough space for the whole family’s luggage.Good interior fit and finish quality.Comfortable seats, easy ingress and smooth ride quality. The Sunny is ideal for chauffeur-driven owners.Fuel-efficient engines whether you buy the diesel or pe...",3,2
157,                                        Look and Style: The all new Nissan Sunny would have a sporty and agressive looks. The rear view of the Nissan Sunny is believed to be just the same as the other sedans in the country except the new.Comparison - Fiat Linea Vs Maruti Dzire Vs Nissan Sunny Fiat Linea is a car of a superior clas...,3,2
158,                                        I had purchased this car few months ago from a local dealer. It is worth latest available model. I am totally disappointed with the performance of the car. The efficiency is very low and the fuel consumption was too high. The mileage which was mentioned during purchasing it was 30 kmpl but while...,1,2
159,"                                        The Nissan Sunny comes forth as a decent vehicle in the compact, small family car segment with adequate average features but nothing very remarkable to boast of. Even though it wasn’t able to wow the Indian consumers right away, nonetheless it’s made a sufficient foray in the market. Today we ta...",4,2
160,"                                        Sunny is luxurious and Impressive car. Designing, Lighting, Coloring and Accessories is very very good. It is the best sedan car under 10 lakhs. It is very Smooth, Fast and comfortable to ride. Engine perfomance is very good. Interior and outer features are best in this car.I use this car in vil...",5,2
161,"                                        ADVANCED TECHNOLOGYThanks to Intelligent Key and Push Button Start, the days of looking for your keys are history. With your keys in your pocket or bag, simply press the start button and the Sunny activates the engine and vehicle systems, so you can get right to enjoying the impressive array...",5,2
162,                                        First of all about PROS1- The sunny comes with a sand stone color leather seat .which is a updated feature.2- the cabin of sunny is roomy and comfortablewhich will attract buyers .3- it has a a 1498 cc petrol motor comparable to other sedans4- it has a good boot space with back ac as other sedan...,3,2
163,"                                        Nissan Sunny has launched a new model that is XE which is in diesel it comes with some luxury touch and has a engine of 1461 CC and power of 86 AND TORQUE oc 200 and have fuel efficiency of 22.7 kmpl, it is a Sedan cars which has price of rupees 699000 which is ex showroom price in New Delhi it ...",3,2
164,                                        Mosst most most classical car its a nice biuety and its very great shape and .nissan car ac very very cool nissan car best car and its comfertable car nyc great cool awsume mind blowing carrrrrrrrrrrrrrrr .Nissan car drivering crip awsumee and lightss most most beautyfulll nissan carr besst ...,3,2
165,                                        Hello friends I am aditya ojha today I am going to review the new most popular car Nissan Sunny xe - 2017. It has a 1498 cc engine and henertes apower of 96 bhp @6000 rpm .and I think it has a good engine.The main component in this car is is price. It's on road price is 7.6 lakh and 8.2 lakh...,5,2
166,                                        First of all its having good leg room so we can drive very comfortably and having lot of service provider in all over india so suddenly it gets repaired and having the good mileage and looking very nice and so im recommending this for who likes to buy a comfortable car,3,2
167,"                                        As per name of this car, wont prove its worth, fuel consumption so high, gives back pain when long drive, space for both drivers and seater uncomfortably, big size created space problems in small village where raw streets or pagdandis are appeared. mileage not in as per given norms. reliability ...",1,2
168,                                        Hello friendsI have brought this Nissan sunny VX CVT car before 4 months. I am going to share about my bad experience with this car.I want to tell you that this car wont have enough space which it should must contain you will not get comfort while sitting the back space is also not appro...,1,2
169,                                        Nissan Sunny as a car that is generally seen in commercial segment Nissan Sunny has a great knee room and rear seat comfort.Rear seat comfort and the cushoning of seats and suspension works brilliantly and filters the roads bump and potholes.the engine is fluent to run and gives a decent mil...,2,2
170,                                        Last week I went to Nissan Showroom to take test drive to Sunny 2017 XV and you will be glad to know that this car is the most reliable as well as most comfortable car which I have ever drive. It mileage is not much good as compare to its brake horse power but its pickup is amazing. The leg room...,4,2
171,                                        Hey friends today I am going to share my experience with world class automoblie nissan. we all now nissan is world famous company. well nissan 2017 vxt is good car personally. it have good look and style. Leg room is so good and very comfortable for tall person. dealer satification was so good a...,4,2
172,"                                        I had 5 years experience in nissan dealship working as acccountant. I think nisaan sunny xe petrol is the worth of money. black clour is terrific, nice flexibolty, _customer stasified milege' one think service cost is very low caparitivel other car. thanks nissan",4,2
173,                                        This is very sexy look car.This price is little beat high but goog .there was one problem his engine is not because it causes large amount of sound .Its average is good .but not thats much good please you not buy this is not better car for every one.But his ac is very powerful.I extremly refer y...,4,2
174,"                                        Exterior Exterior r good its a good looking car as compare to verna, fiesta, dzire & vento.Interior ( Features, Space & Comfort) Space is good, features like ac, pw, ps must me there in standard model too back seat comfort is too good.Engine Performance, Fuel Economy and Gearbox I am not...",3,2
175,                                        Hello guys today I am here to tell you about this car and I buy this car two month ago but due to there poor performance I have to send it back.When I going to buy any car the dealer told me that this car performance was good and there prices was so reasonable compair with other so I buy thi...,2,2
176,                                        Hii guys I am Shivam Soni and I am gonna share my experience with you about this car and name if the car is Nissan Sunny 2017 VX CVT. This is very bad and also very very bad car. I am gonna talk about the camfortable and features of this car. It's price is very high and like the prices are very ...,1,2
177,                                        My friend bought this car.nissan sunny 2017 vx.i think look wise is average but overalll performance is very poor.milage is also very bad.and not more comfortable as aspected.but I like only interior of nissan sunny.and it have also very good boot space.overall yrr bsss mat lo bhai .nissan ki sa...,1,2
178,"                                        I have purchased a Nissan Sunny XL D car from B M Nissan , Faridabad on 26.04.2017 and payed full money in advance. At the time of booking Sales Executive Mr Subodh Chowdhary told me that they will provide zero deductable insurance cover and in case of accident nothing will be deducted. But afte...",2,2
179,                                        Nissan Sunny 2017 it is so expensive car I don't like this and expensive because it gives low mileage I don't like this main point comparing to another brand cars Nissan Sunny 2017 is very waste car etc.I am telling because I know about this car first thing I am buy this car don't waste expe...,2,2
180,"                                        The NISSAN SUNNY VX CVT is a nice car. The leg room is big and comfortable, I am 6'2"", all cars have this issues in India that you cant sit in it. I am fact is a tall guy is driving. and the guy sitting exactly behind the driver seat is not comfortable while sitting. The Mileage is also good in ...",5,2
181,"                                        Its an amazing, trendy high class car with affordable price(7.49 lakhs exshowroom delhi price)from great nissan.1498cc, over all mileage 16.95 kmpl, on high way its going upto 21.1kmpl.seating capacity 5 legspace & comfirt while travel is excellent.5 speed gears.front disc breaks & back drum bre...",4,2
182,                                        We were sitting as a plenty of space to stretch feet . it has 1.5 diesel engine which produce 1.5 bhp power.about 200 nm of torque which are good figures. Discover also offers responsive diesel engine and the good. Is of course that it starts responding from very low 1600 1700 RPM and goes all t...,4,2
183,                                        I am totally disappointed in the performance  of this car. It gives me 13 Kmpl milage only.idid not get wipers with this car.they told me to spend some money for buying wiper.it was really disappointing with such a costly car. Comfort level is very low because of poor suspension.i felt difficult...,1,2
184,"                                        Nissan sunny is just amazing car in affordable price,sunny's aggressive look its body build up all are fantasticit comes with a lots of color variety,we can conclude this car as OLD is GOLD,its engine performance is also too much good , have high pick up , and very good balance d...",5,2
185,"                                        The nissan Sunny 2017 XLD . good looking car its intariyeal dissen is very nise. The nissan company is very good company. Its good mylag and nice parfromans. Road grape is good, its power full steering. Front dis break and rear dis break, and both suspension are is good. Car front look is very n...",5,2
186,                                        Nissan company is introduced the new car Nissan Sunny 2017.Only gives city mileage of about 12-13kmpl and highway gives the 13-18kmpl.And its engine performance like that good conditions.The price of the car is very low and its purchase more rich and poor people also .This is a m...,5,2
187,                                        A very bad experience with this car my friend have this car he made 150000 kilometer in 3 years after that the car become a garbage no stability at all sounds appears from every where the seats are too hard for passengers totally this car is not made for long term use also it has a bad shape of ...,1,2
188,"                                        Anyone who would want to byy a Nissan Sunny would be a customer who is looking for an affordable Sedan. I feel its competitors are offering nuch better options at better prices. As far as the brand reliability is concerned, few of my friends who drive Nissan cars are not very happy with its perf...",1,2
189,                                        Hi I am Brijesh.The Nissan Sunny VX CVT is a nice car but it is very expensive. The features in this car are good but not satisfying with the price of this car. The leg room is big and comfortable. One will always satisfy while dealing for this car. The Mileage is also good in comparison wit...,2,2
190,"                                        I am 6""2 . All cars have this issues in India that you cant sit in it . Im fact if a tall guy is driving , the guy sitting exactly behind the driver seat is not comfortable while sitting . Sunny is the most spacious car in the Indian Market. At a very affordable price range, low maintenance char...",4,2
191,                                        Ishan son is one of the best car its structure is really good. Its look really nice it space inside is very much its look really really really nice.My son is really good this car available in 6 version in India Sunny has 4 diesel cars and 2 petrol cars. This car available in 6 colour version...,3,2
192,                                        I didnt have happy execution of my Nissan Sunny at first I don't care for their client bolster in light of the fact that the merchant made a great deal of false claims with respect to the my genuine revealed to me that I would give a mileage around 15 to 18 kmpl however on streets it give around...,1,2
193,                                        I am not happy birthday performance of my Nissan Sunny initially I don't like their customer support because the dealer made a lot of false claims regarding the my legit told me that I would give a mileage around 15 to 18 kmpl but on roads it give around 7 to 10 kmpl which is not acceptable at a...,1,2
194,"                                        Hello everyone My name is Yogesh Kumar Dhingra and I am from New Delhi, India.Today I will share my reviews on Nissan Sunny 2017.Nissan Sunny 2017 has less features available.It does not have good leg room and appeal.It is not too expensive.It gives less satisfaction and covers less mileage....",2,2
195,                                        Hello friends I am here to share my persnoal experience with you about nissan sunny 2017 modelthe car is good but the mileage of car isvery poorleg room is not soo good. cabin space is low .dealer satisfactiondealer satisfaction is not goodbut seats are super comforts of ...,1,2
196,                                        I expected a lot from this car but my expectations are wasted bcause design is not looking good and comfortness is very bad no difference between old version and new version the same things are there and service is very very bad where I visited and if damage to car happens servicing is risky thi...,2,2
197,"                                        Hello friends, I would like to share my experience and opinion about the Nissan sunny 2017 edition which killed my expectations from Nissan, although the power transmission and spacious sitting arrangements are good enough but the design and looks of the car are even uglier, than the earlier ver...",1,2
198,                                        Hai brodhers and sisters Nissan sunny 2017 XE D car is very excellent worked car . This vehicle milage is 20 kilometres per litre absolutely. So brothers and sisters you will see the car first and try to drive this car . This vehicle is very comfortable. So people buy the car . In the vehicle is...,5,2
199,"                                        Nissan make very great and feature cars and leg room car this is very comfort, Full tyre grip and good mileage and reliability this is very owesome car. looking wise this is also very good and good product. this car engein is very great and Dealer Satisfaction . this car Range is also good compa...",3,2
200,"                                        I love this car because of its great engine performance. I went upto 175km/hour and really its awesome experience in this car and the worst thing in this delicate body and braking system. I dont know the useless system of it, if u brake in gear it doesnt stop properly and on time, tyre gets skid...",5,2
201,"                                        Guys I have a pretty good experience with a nissan sunny and that is the reason I am giving this review. it is a pretty good decent car. very easy to push through the traffic. its very spacious car, and decent space in the back seat 3 people to be seated very comfortably. since last two years im...",3,2
202,"                                        My father Purchase Nissan Sunny 2017 Xe last month .I Liked the features of the design of the car.This car have a good millage. comfort, spacious, suspension, Nissan Sunny would have sporty and aggressive looks Nissan Sunny car its look like maruti Suzuki ciaze like car its same look .Nissan Sun...",4,2
203,"                                        Hi guys,I would like to congratulations myself we become Nissan family of this year. recently my father brought Sunny CE modal. few days of our experience I can say the car is owsam becouse mostly I liked the features of this the design of the car and comes to the other features pickup ans s...",4,2
204,"                                        This is a great sedan car of india.Pros: Good mileage, comfort, spacious, suspension, featuers, sadety, money and more.Cons: its exterior part in terms of front and rear needs to be required more classy look to sustain the indiA market like other sedan cars because in india people like t...",4,2
205,                                        Nissan Sunny 2017 VX CVT is not so impressive vehicle as it is very Costly and available at High Price without any discount in the market.The reliability and durability of this product is notso good.I will never suggest any one to buy this product as it doesn't provide all those func...,1,2
206,                                        This is so stylish car its suspention is good look is good almost all things are good in this car I love its wheels and body shape its sitz are so comphortable its interier is also superb colour combination is good in inyerrir its speed and countroles are so smooth there are all features in this...,4,2
207,                                        Nissan sunny car its look like maruti suzuki ciaze like car its same look and its have very lots of space in the inside of that car and nissan sunny is great car and its looking so gud car low mainTance car and its comfertable to drive its gud milage and affortable to all people is cost is nt so...,5,2
208,                                        Nissan sunny car is very bad car this car is not powerful. This car leg room is low quality and I am not like this car. Nissan sunny car to dealer setisfaction is poor and no deal this car and I am no satisfact of this car. This car milage is good but no comfortable in long time use.so this car ...,2,2
209,                                        I believe that the family should have a car and this is a very comfortable car this car is taken by a lot of people and this car is very comfortable and it looks very good and I can say that we should trust this car and the best advantage of taking this car is that six people can sit comfortable...,4,2
210,"                                        Hello, every one here I come to spread the information of Nissan sunny 2017xe modle car.This car is very expensive and reiable for every one it has 5seat which reiable for every one the engine of this car is very light and having five cylinders and it had five gears.Now come to the price...",5,2
211,"                                        Nissan sunny has 6 version available in india form which 2 are petrol and 4 are desiel cars. nissan sunny. comes in 6 colours. this. nissan sunny 2017 XE. contains. all new. features. like boomerang shaped headlights, modefied front and rear. bumpersand other styling changes. this car contains n...",5,2
212,"                                        Nissan is faous form always for is COMFORT and also nissan has a best option because it gives many advanced options as it has push start button, and has smart key, it is good in looks and has also an affordable MILEAGE, and quite much COMFORTABLE, much APPEALING and also has a potential to impre...",4,2
213,"                                        Hello friends, today I am going to review the new car launched by Nissan in India it's new Nissan Sunny XE 2017.PRICE - The main component in this car is its price. Its on road price is 7.6 lakhs( petrol) and 8.2 lakhs( diesel) . The company has launched this Sedan in an very affordable pric...",4,2
214,"                                        Personally, I hated the Renault Duster when it was launched back in 2012. I found it quite ugly and had an odd rear design for an SUV. Basically it was the Dacia duster with a Renault badge. So when I heard my friend was getting a Nissan Terrano last month I wasn't that thrilled since I had hear...",4,1
215,                                        This is a good car in indian marcket . it's road test is very attractive and it also show fuel efficiency . Now most of the people like to buy this one . Front and side view is more attractive than the back . I like this one so much . if you have a  planning to buy a 5 seater comfort car then I ...,5,1
216,                                        Terrano is a good car and a beast .It has a good leg space for the forward seats but not at all for the back seats.i bought it from dada moters who have the worst service I have ever seen.I have a petrol terrano whose parts are not available most of the time.It is the only car which needs a lot ...,4,1
217,"                                        This model looks like a copy of Renault duster . But compared to duster I like this model very much . I had a plan to buy the duster but when this model came I just changed my mind and I compare the two models, i feel good to buy Nissan terrano . The most interesting part is its interior however...",3,1
218,"                                        Nissan Terrano- Huge carNissan Terrano is a huge car, Perfect for a big family and perfect for long distance traveling.As it is diesel car, its preferable for long distance drive. I used to visit many places in India with family, For my purpose its really best car.I was working in Ni...",3,1
219,                                        It has a comfort space with New premium dual tone interior.And 7.0 touchscreen navigation which is to good for everyone and its make drive easy.Good fuel consumption thats good.And the best thing is sterring mounted audio and cruise control that is amazing nissan terrano xl plus is t...,5,1
220,                                        I bought my Terrano AMT two weeks back and I have already clocked 300 kilometers. its a joy to drive and its cabin feels so much premium.I must say the it is worth every penny I spent on it.Although I admit that the auto gear shift is a bit sluggish but you get used to it and in return it offere...,3,1
221,                                        This car is one of the best when we speak about comfort since the leg space  is more in this car we can easily sit sleep in this car with not much of worries.the dealer satisfactory of this car is very well as nissan car company provides one of the most dealer satisfaction with a lot of offe...,5,1
222,                                        I really feel the art Nissan Terrano is not a useful and is not a good quality car engine is very loud and its pickup is also not very good .the comfort of the car is the average and comparatively less than offered by its competitors which are lower in price than this one .over all I would not r...,1,1
223,"                                        The Nissan Terrano car is the best SUV car by the Nissan company The Nissan terrano car have fabulous look and fantastic features The Nissan terrano car have the starting price money approximately 10, 14, 000 rupees in the market The Nissan terrano car have the good comfortable then any other SU...",1,1
224,"                                        In this world, where traffic congestion is a norm, rather than an exception, automotive manufacturers are trying their best to manufacture cars that make city driving as comfortable as possible. The AMT or 'automated manual transmission' is a step in that direction and the Nissan Terrano is the ...",5,1
225,                                        Nissan Terrano is good amazing suv .This is luxury suv of Nissan. Nissan Terrano in a lot of inside space . This suv comfortable for inside space. Nissan Terrano company dealer satisfaction is very well. Nissan Terrano fuel consumption is low. So Nissan Terrano less expensive suv. Nissan Terrano...,5,1
226,                                        This is the best suv in its segment with high horse power and obviously better then duster as its compared with nissan terranoTerrano has best comfort and its top version has better facilities in itits very economical car with great looks and colours and also with nissan engine which we ...,4,1
227,"                                        Nissan Terrano Exterior: Its an awesome SUV with Eye catching  looks, Nobody till date has come up with such a eye catching  looks vehicle, this vehicle due to its beast front looksInterior  ultimate good Features, Space & Comfort seat alignment  Engine Performance, Fuel Economy and Gearbox:...",5,1
228,                                        Hello readers this is very good and cool suv I think this only one suv can beat Renault's duster suv. his design and look very very nice and aggressive his pickup so cool and silent engine good allow wheel and good design. his fount face very nice and attractive nice head lamp and good handling ...,5,1
229,                                        A wonderful car is nissan terrano because its features are very good and its shape is lovely and attractive. Its inside space is very big and its a peaceful engine to preform. This car gives milease of more than 13 km. I like drive tobthis car because its a balanced hanging is very well and comp...,5,1
230,"                                        Nissan terrano is one of the best suv I have enjoyed ride ever. I like to drive it is better than renold duster, the best feature of it is space inside this car. it is very spacious it is one of the reputed international brand.I am very happy to drive it. Dealers also gets satisfied with thi...",5,1
231,"                                        I purchased a Nissan Terrano 1.6 XL(Petrol) in April 2016 from Sterling Vehicle Sales Pvt Ltd.  After a few days, I noticed that the vehicle stalls and the engine switches off at slow speed  in heavy traffic, unless the accelerator pedal in kept pressed, even in 1st gear. I felt that this was be...",2,1
232,                                        Nissan terrano is very good car for all the people becouse this car have more of space easily many people seat together I am very impressed for this car that time I was purchase this car tge dealer satisfaction is very good becouse delar in this company is very good fuel cunsuption is also good ...,5,1
233,"                                        Decent car , or you can say reliabke carI will straight away go to pro's and con'spro's1) nice engine- nissan .- has good engine2) provides decent torque3) fuel consumption is low- gives good mileage ,4) good ground clearance5) good pickup6) good suspensioncon...",3,1
234,                                        Nothing to say about this car.Nissan is the Japanese company and the terrano is the Brilliant car. I am saying because now I am using this car and the best thing is the milage. I got 20km/letre with AC and 22km in non-AC. And this is awesome for long drive also It is very comfortable and smooth ...,5,1
235,"                                        Well lets face it, This car is based on the Renault Duster But it Beats the Duster in terms of Looks on the Exterior.In the Interior too Nissan has Performed a complete makeover the round AC Vents are replaced with trapezoidal ones. It is a great car in terms of mileage, It gives an Average of 1...",5,1
236,"                                        I am located in trivandrum . After a test drive I bought this car with the 5 speed option. But later I found out that I was totally mistaken. Car Just complete 30, 000.kilometers. Already 2 times clutch problems came. When I drop the car in the service center my additional fitted Navigators chip...",1,1
237,                                        This car is not worth for money. In the last 3 years I faced many problems with Nissan terrano XV car. It's a utter failure car. Many a times my car will stop on road and Nissan people's will tow car to their service centre. Poor performance and worst service. I bought this car at Rs.14 Lakhs an...,1,1
238,"                                        Although nissan is a well known brand but I had a very bad experience in dealing with nissan.Nissan terrano is a good car it gives you a heavy look which you will definitely going to love. In terms of interiors this car really disappointed me, lesser leg space poor interiors really not expec...",1,1
239,                                        I like this car beacause my father bought thus in 2015 thats is really a good car . Its gives us a good comfort while sitting inside it.and also when it runs there is no sound of car it feels like that the car is moving in silent mode and all other facklity are also good .we have a white colour ...,3,1
240,"                                        Caribbean) EditAn updated version debuted at the Geneva Motor Show in 2010, now available with the Nissan V9X Engine 3.0-litre V6 turbo-diesel producing 228 hp(170 kW) and 406 ft·lbf(550 Nm) at 1,750 - 2,500 rpm while an upgraded YD25DDTi Turbodiesel producing 188 hp(140 kW) – up 19 hp(14 kW...",4,1
241,"                                        Space inside the car is quiet good and the boot space in the car is large which is mainly helpful for travellers.Fuel consumption estimated is 19 km/pl which seems to be good.Coming to comfort, we will be feeling more comfortable while travelling. The new rectangular air convents are goo...",4,1
242,                                        Linkits a big deal for life its nice ways.I think this is very good car.comfort.white colour I like itI want to see this pic pic pls send now.I need very good qwalityneed some woofer system and performance and nice colourhow is waht the colour it is send me now...,5,1
243,"                                        IT IS A GOOD AND BIG CAR FROM NISSAN COMPANY. IT IS A SAME MODEL LIKE DUSTER. IT IS VERY GOOD CAR.MANY PEOPLE LIKE THIS CAR VERY MUCH. THERE IS MANY SPACE INSIDE IT. THERE IS 5-6 PEOPLE SIT EASILY INSIDE IT. IT IS A VERY GOOD CAR. THE PRICE IS STARTING FROM 9, 47, 655-13, 84, 000.ITS MAX...",4,1
244,                                        Exclusive SUV. Comfort and reliable.and the most important the mileage. Ossam.!In spacing no other SUV take place of it. And most probably the look. Which becomes this extraordinary among them all.! Enjoying this SUV for last three years. And wants to do more.! It's fabulous.!,5,1
245,                                        All time maintainig car I hate dis car I think its money wasting car no good perfomcae no attrative nothing in dis car only dis one car nissan make ugly nd not good in perfomace no good avrage nothing at all if u r looking for car in dis bught so go for honda brv amazing perfomance nd good milag...,1,1
246,                                        This vehicle is a very good you be in this because goes anywhere anyplace and also I travelled in range I want to suggest all peoples will buy discard God this car is very compatible and for family prose it is a very good car this is not good but okay. but power of this SUV is very very good fin...,3,1
247,"                                        The nissan terrano xl is a fabulous car with a massive engine power.The gears are very easy to shift and change, steering is a bit hard but also comfortable.The missinv tbing is the sensors front and back, since its a huge car sensors are required.The Nissan gerrano has charging points front and...",4,1
248,"                                        Space: Need improvements in Driver's leg space & back seat space as we'll.Fuel consumption: If we look into economic factor, the mileage is quite satisfactory as I drove my co- brother Terrano. It gives 20 km in highways & 16-18 in city.Comfort: Indeed, we cannot compare to Full size SUV...",3,1
249,"                                        Purchased As NewFamilarity Have driven for a few hundred kilometresFuel Economy 17 kplGood LooksBad No riding comfortFull ReviewFor once I am in a fix as to what I have to do with my new Teraano, given the fact that I have purchased the same just by going by the brand val...",2,1
250,                                        I think thats car is good for smoth driving end in that car you feel very comfortable drive end nissan terrano have alot of new features end his engines have a great power end nissan have a good company end nissan terrano have alot of colours end his suspension is very good end strong so I think...,5,1
251,"                                        The Duster has been the best thing to happen to brand Renault since its inception in India. Looking at the 'sharing is caring' history between Renault and Nissan, it's no wonder that Nissan ( who's part owner of the plant where the Duster is manufactured) wants a version of the compact SUV for i...",5,1
252,"                                        It Is Not so good as compared to other SUVs of its comparison. I Think it is A Copy of Renault Duster Which was A Best Seller and This one is not. It is much look a like To it. It's Shape, Size and Design Is Fully Same As Duster. I don't like it much. It's Interior Is not so impressive as of oth...",1,1
253,                                        Not so bad as compare to price .space is ok. this vehicle sastify me as a SUV. It is very suitable for long distance journey. Its space is also good.i love its design.i hope soon upgraded model will come & I will definetly go for that after all its Nissan Terrano XL Plus. What a car : ). Im lovi...,5,1
254,"                                        I ordered car 15 days ago. My color choice was sterling grey. The dealer said that they would be able to give the delivery of above said color by 6th of this month. But as the date approached they started making excuses saying at first delivery delayed, then they said color discontinued and gave...",4,1
255,                                        Nissan being a very good company. Fulfilled what I wanted in a car but. The dealership wasnt so good. They had promised me for a teflon job done but it wasnt done.i hope nissan dealership takes care about this in a further run of the company.If skipped the teflon part the car was a gr8 deal ...,4,1
256,                                        Don't ever go for Nissan brands especially in Nissan Marakkar Trivandrum.I have booked Nissan Terrano and delivery was supposed to be on 4th afternoon 2pm.Till 3rd night they communicated10000 more to pay for delivery.4th by 12:15pm executive called and told to pay 95000 and then veh...,1,1
257,"                                        Exterior Much better looking than duster from front and back. Side is about the same and difference is not that noticeable. Alloys are better than duster.Interior(Features, Space & Comfort) Slightly different than duster. Missing bluetooht and steering controls(available in duster).Engin...",3,1
258,                                        The parts of this car is very expensive and the servicing to. Coming to the perfomance and pickup of this car pickup is not upto the extent and is not good in the range of this car. And also mileage matters mileage is worse and atleast a customer buying this without good pick up wikll expect som...,2,1
